response_time
133
93
103
138
112
137
47
67
89
81
47
35
37
68
90
64
45
71
65
61
70
191
59
62
75
141
173
217
120
113
67
89
161
133
116
112
115
81
73
115
125
62
124
115
40
41
59
52
37
73
77
47
42
27
68
51
81
26
59
25
53
88
151
76
103
72
23
93
94
52
72
112
100
145
80
128
160
54
33
78
84
34
36
62
109
130
81
155
149
33
68
40
52
54
29
76
42
25
29
60
