response_time
1
2
3
2
2
1
1
3
4
3
3
3
4
2
2
2
2
1
1
1
1
2
3
2
1
3
3
2
8
10
2
2
5
3
3
3
1
0
1
1
3
0
0
2
1
1
2
3
2
4
2
2
2
1
2
4
2
2
3
1
2
3
3
3
3
4
3
1
3
2
2
2
2
3
3
3
4
2
6
1
1
1
3
4
2
2
2
4
4
3
2
1
1
1
1
1
3
4
4
2
