response_time
4
6
8
5
4
7
7
3
5
6
5
6
12
11
1
4
6
8
4
8
6
8
8
8
5
2
26
4
3
4
5
3
5
3
2
2
1
5
3
10
7
7
6
3
2
4
14
9
16
4
7
2
6
4
12
3
1
2
3
8
7
4
4
4
11
14
6
4
1
2
13
10
4
4
3
2
14
5
2
3
3
4
4
6
5
4
3
2
11
7
15
3
6
4
6
4
7
2
16
5
