response_time
9
6
8
4
4
7
5
7
34
8
57
2
3
6
12
5
3
47
6
5
2
30
8
6
25
40
4
4
29
4
7
3
7
6
32
6
6
20
10
53
11
8
39
4
4
48
7
7
36
9
7
3
20
8
51
6
54
26
3
4
2
2
2
1
3
3
6
4
4
6
3
2
1
6
11
14
4
5
4
3
3
2
8
4
5
4
5
5
6
4
5
1
9
4
2
9
5
2
2
6
