response_time
1
2
2
3
7
6
21
5
0
0
1
1
2
2
2
2
2
4
6
5
3
3
2
6
3
3
3
3
3
6
3
4
3
3
1
3
0
1
1
2
2
3
3
4
3
3
4
2
3
2
1
2
2
3
2
2
4
1
1
2
2
1
3
3
2
1
5
3
2
1
1
6
4
6
6
5
11
2
1
2
1
2
3
4
8
4
3
2
2
1
2
1
2
2
2
5
2
2
3
3
