response_time
29
14
19
14
51
6
8
7
6
33
17
14
46
94
15
13
47
71
80
15
53
33
47
57
5
16
28
13
4
6
3
3
4
14
13
12
6
3
4
11
13
17
13
9
11
13
14
12
12
14
10
12
7
9
6
14
8
11
10
7
9
15
11
16
16
36
28
20
15
16
11
11
7
9
17
20
19
17
5
16
18
30
25
14
10
11
14
5
8
7
8
9
8
53
25
8
6
14
17
12
