response_time
2
2
3
3
2
2
2
3
2
2
2
3
6
2
1
3
2
2
1
2
2
2
2
5
1
2
4
0
4
3
3
3
1
1
1
3
1
2
3
1
2
1
2
2
2
1
1
2
1
2
2
2
3
8
3
4
4
1
2
2
2
2
2
2
2
2
1
2
3
5
12
2
2
2
2
2
2
1
1
2
2
7
1
1
1
1
1
2
3
1
2
2
5
2
4
8
2
2
2
14
