response_time
5
2
4
2
2
3
2
3
3
3
2
2
3
6
4
4
3
2
2
3
4
1
2
3
10
3
1
3
2
2
3
3
2
1
1
1
1
3
1
1
1
1
2
3
1
3
3
3
8
6
5
1
2
2
2
2
2
3
2
1
8
11
11
2
1
3
4
2
2
3
2
2
2
2
5
2
2
2
4
2
1
3
2
15
3
2
3
8
4
3
1
3
2
4
3
4
4
2
3
2
