response_time
111
71
159
130
51
30
75
42
139
161
84
112
107
83
71
55
73
74
160
166
51
121
152
137
82
154
120
124
168
249
171
84
85
181
131
108
155
100
77
30
36
34
58
38
24
40
44
56
80
89
103
41
42
46
78
78
55
34
105
36
122
86
48
72
159
80
30
30
58
169
178
109
167
131
83
153
206
50
60
36
54
65
92
100
89
104
165
74
95
107
113
75
111
35
34
52
53
42
32
62
