response_time
45
3
12
7
23
12
13
14
13
9
7
15
16
10
29
16
46
11
15
18
25
5
15
8
18
5
12
14
18
7
6
5
5
8
9
10
13
21
10
13
5
7
4
7
6
12
13
6
8
4
7
6
11
13
12
6
18
17
9
6
8
25
8
7
8
12
11
8
6
8
2
18
18
7
16
12
5
8
8
6
10
12
7
21
9
5
10
23
7
4
13
6
7
9
12
16
10
9
11
19
